coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,year
OK-503,Oklahoma Balance of State CoC,279.0,113.0,166.0,80.0,151156,146915,4241,316678,2846.0,2520.0,326.0,43550,43115.643129614306,38747.62698790952,96616.91563526612,60.14000000000001,1784.268,7870.8153,2019
OK-505,Northeast Oklahoma CoC,228.0,157.0,71.0,28.0,127358,122939,4419,303867,2435.0,2236.0,199.0,54735,39198.35776178394,43823.994539632455,98319.72571178636,60.13999999999999,1784.2679999999998,7870.8153,2019
OK-506,Southwest Oklahoma Regional CoC,158.0,136.0,22.0,9.0,174373,168705,5668,403150,3964.0,3566.0,398.0,60892,42160.946446731985,36350.92343060507,95388.44608990526,60.14,1784.268,7870.8153,2019
OK-507,Southeastern Oklahoma Regional CoC,293.0,217.0,76.0,33.0,259035,249349,9686,610077,9514.0,8394.0,1120.0,108220,38906.18866143126,36388.80286737415,91349.45907635927,60.129535091472064,1951.703334185029,8004.64450599072,2019
OR-500,"Eugene, Springfield/Lane County CoC",2165.0,532.0,1633.0,841.0,180006,172825,7181,382064,5216.0,4955.0,261.0,52146,45960.0,226044.620001785,306796.13458434126,51.27,2878.4312,12000.326,2019
OR-501,"Portland, Gresham/Multnomah County CoC",4015.0,1978.0,2037.0,1781.0,451303,436664,14639,812439,15963.0,14685.0,1278.0,95902,59402.0,300891.28292392934,405313.3074107517,51.27,2878.4311999999995,12000.325999999997,2019
OR-502,"Medford, Ashland/Jackson County CoC",712.0,348.0,364.0,196.0,103404,98980,4424,220815,2964.0,2904.0,60.0,29613,47708.0,231811.03263821985,315657.92342284933,51.27,2878.4312,12000.325999999997,2019
OR-503,Central Oregon CoC,880.0,266.0,614.0,160.0,115842,111118,4724,246452,1580.0,1493.0,87.0,24220,53845.08334685862,253941.58396049307,369782.5070213187,51.269999999999996,2878.4312,12000.326,2019
OR-505,Oregon Balance of State CoC,7103.0,2064.0,5039.0,1603.0,701034,671660,29374,1533424,21133.0,19165.0,1968.0,193805,44135.273245364624,196863.25803689184,278391.23602514557,51.27,2878.4311999999995,12000.326,2019
OR-506,"Hillsboro, Beaverton/Washington County CoC",530.0,298.0,232.0,139.0,323903,314017,9886,600933,3952.0,3675.0,277.0,48575,63425.0,328344.3794974646,432608.0814886918,51.27,2878.4312,12000.326,2019
OR-507,Clackamas County CoC,471.0,248.0,223.0,182.0,218366,211042,7324,418199,2935.0,2612.0,323.0,29818,61375.0,313559.6307637525,432231.9868440076,51.27,2878.4311999999995,12000.326,2019
PA-501,Harrisburg/Dauphin County CoC,418.0,370.0,48.0,64.0,146373,140502,5871,278427,6529.0,5941.0,588.0,30942,52892.0,81458.36852126424,162789.60540814346,49.8,2744.8856,10605.044,2019
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",400.0,352.0,48.0,21.0,303714,291483,12231,566506,7103.0,6463.0,640.0,54091,69950.0,100825.12891238276,210826.50530964436,49.8,2744.8856,10605.044,2019
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",164.0,157.0,7.0,2.0,160335,151281,9054,317438,9035.0,8221.0,814.0,46326,45938.0,46457.63912855529,107104.06431519361,49.8,2744.8856,10605.044,2019
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",246.0,227.0,19.0,31.0,462981,446861,16120,830397,5808.0,5052.0,756.0,48819,82176.0,194701.27092799393,305503.1769139015,49.79999999999999,2744.8856,10605.044,2019
PA-505,Chester County CoC,528.0,508.0,20.0,19.0,291459,282238,9221,525059,3689.0,3320.0,369.0,30184,88403.0,223059.58019080842,355464.4624420526,49.8,2744.8856,10605.044,2019
PA-506,Reading/Berks County CoC,597.0,587.0,10.0,38.0,218371,208900,9471,420375,4340.0,4036.0,304.0,41916,51606.0,96303.63117951175,174388.35458436265,49.8,2744.8856000000005,10605.044,2019
PA-508,Scranton/Lackawanna County CoC,186.0,177.0,9.0,12.0,106490,101312,5178,209808,6503.0,5852.0,651.0,28812,48388.0,56381.35425707011,119822.3570831655,49.79999999999999,2744.8856,10605.044,2019
PA-509,Eastern Pennsylvania CoC,1843.0,1506.0,337.0,142.0,1569310,1499256,70054,3106857,42582.0,38481.0,4101.0,332687,48805.96095378706,97660.94979829146,164198.63199484817,49.8,2744.8856,10605.044,2019
PA-510,Lancaster City & County CoC,422.0,410.0,12.0,16.0,289026,279104,9922,545441,4086.0,3799.0,287.0,55968,54529.0,155620.0885167744,227669.59475148984,49.8,2744.8856,10605.044,2019
PA-511,"Bristol, Bensalem/Bucks County CoC",359.0,338.0,21.0,35.0,349374,336057,13317,628497,5638.0,4735.0,903.0,35075,76502.0,219097.83806915433,327174.407647692,49.8,2744.8856,10605.044,2019
PA-512,York City & County CoC,321.0,289.0,32.0,13.0,238988,229843,9145,449341,3506.0,3260.0,246.0,40477,52015.0,117831.57555477374,187028.113983506,49.79999999999999,2744.8856,10605.044,2019
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",774.0,726.0,48.0,111.0,657807,630855,26952,1215716,34855.0,31020.0,3835.0,127238,64718.0,69631.56160692935,153771.5542660452,49.8,2744.8856,10605.044,2019
PA-601,Western Pennsylvania CoC,727.0,693.0,34.0,17.0,813096,774818,38278,1646466,29068.0,26105.0,2963.0,188875,49722.29069777329,48847.66709369074,114043.00039424984,49.8,2744.8856,10605.044000000002,2019
PA-603,Beaver County CoC,123.0,117.0,6.0,0.0,84960,81133,3827,163956,3977.0,3698.0,279.0,18879,50385.0,54358.85353440876,122592.88590508554,49.8,2744.8856,10605.044,2019
PA-605,Erie City & County CoC,356.0,350.0,6.0,38.0,130605,124689,5916,269529,6178.0,5683.0,495.0,42666,46259.0,68657.37677530649,127413.68320830406,49.8,2744.8856,10605.044,2019
RI-500,Rhode Island Statewide CoC,1055.0,984.0,71.0,198.0,574347,554076,20271,1058158,38271.0,35638.0,2633.0,118096,56616.43502860631,208483.50241377045,287309.300616668,49.27,3000.3965,10695.023,2019
SC-500,Charleston/Low Country CoC,403.0,275.0,128.0,86.0,500101,487993,12108,1085037,11946.0,10953.0,993.0,121556,52852.76521261487,161012.3196754209,273126.28292020934,61.699999999999996,1633.0357,9016.891,2019
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1401.0,895.0,506.0,321.0,710639,692238,18401,1558589,19947.0,19177.0,770.0,200133,43788.716335737,76504.53656722272,159142.76949842676,61.70000000000001,1633.0357,9016.890999999998,2019
SC-502,Columbia/Midlands CoC,1215.0,923.0,292.0,277.0,719386,698851,20535,1571594,19622.0,18316.0,1306.0,213008,45648.36897442978,72117.68003296948,157654.25991374906,61.70000000000001,1633.0357,9016.891,2019
SC-503,"Myrtle Beach, Sumter City & County CoC",1153.0,362.0,791.0,258.0,394376,380724,13652,942482,11339.0,10332.0,1007.0,160562,39371.49586941714,67667.35293687385,139856.40978732996,61.7,1633.0357,9016.891,2019
SD-500,South Dakota Statewide CoC,995.0,761.0,234.0,100.0,426644,415193,11451,795582,13365.0,11370.0,1995.0,78403,56583.29525680571,120358.51307344584,195054.79989550042,45.54,1366.5693,8199.8432,2019
TN-500,Chattanooga/Southeast Tennessee CoC,463.0,282.0,181.0,91.0,336032,324265,11767,706845,12302.0,10899.0,1403.0,96490,45819.429222814055,86240.64480419493,165809.02032730557,58.10999999999999,1844.0933,7530.5734,2019
TN-501,Memphis/Shelby County CoC,1325.0,1267.0,58.0,74.0,448428,430717,17711,937070,17912.0,16837.0,1075.0,157667,50468.0,50577.52499690382,135704.64232732158,58.11000000000001,1844.0933,7530.573400000001,2019
TN-502,Knoxville/Knox County CoC,800.0,605.0,195.0,176.0,245936,238896,7040,470137,10736.0,9340.0,1396.0,61334,52422.0,103328.27996685474,191420.70210978008,58.11,1844.0933,7530.5734,2019
TN-503,Central Tennessee CoC,357.0,310.0,47.0,75.0,609272,590670,18602,1231886,10404.0,9959.0,445.0,121859,53562.38516307515,144358.1292999795,246785.14849486726,58.11000000000001,1844.0933,7530.5734,2019
TN-504,Nashville-Davidson County CoC,1986.0,1401.0,585.0,466.0,403494,393375,10119,692999,17987.0,16008.0,1979.0,84547,72602.0,186328.26105002736,275899.6940994144,58.11,1844.0933,7530.5734,2019
TN-506,Upper Cumberland CoC,273.0,208.0,65.0,24.0,239627,231369,8258,527968,5105.0,4827.0,278.0,72044,40572.93515705497,102315.2513867145,176928.3018702748,58.10999999999999,1844.0933,7530.5734,2019
TN-507,Jackson/West Tennessee CoC,959.0,108.0,851.0,96.0,295342,283061,12281,664631,10955.0,10449.0,506.0,102201,40265.76056638947,46342.014096896404,109886.89922035074,58.10999999999999,1844.0933,7530.573400000001,2019
TN-509,Appalachian Regional CoC,405.0,256.0,149.0,51.0,226860,218168,8692,512809,8114.0,7438.0,676.0,83254,40401.49601898563,64840.622108847376,129417.47582053121,58.11000000000001,1844.0933,7530.5734,2019
TN-510,Murfreesboro/Rutherford County CoC,384.0,222.0,162.0,41.0,187529,182766,4763,332125,2155.0,1982.0,173.0,32610,43095.0,186150.0395027008,257778.24231320937,58.11,1844.0933000000002,7530.573399999999,2019
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",515.0,210.0,305.0,39.0,311509,300408,11101,679970,8125.0,7539.0,586.0,96532,40921.82307454741,85243.62070351985,160564.20732988647,58.10999999999999,1844.0933,7530.5734,2019
TX-500,San Antonio/Bexar County CoC,2872.0,1685.0,1187.0,343.0,935537,906024,29513,2002445,26887.0,25004.0,1883.0,298018,46569.0,114341.10918747327,187396.89308278568,65.97,1457.5223,8746.2936,2019
TX-503,Austin/Travis County CoC,2255.0,1169.0,1086.0,602.0,731331,712144,19187,1273567,10198.0,9178.0,1020.0,134983,71633.0,239457.91087478562,352296.32460816327,65.97,1457.5223,8746.2936,2019
TX-600,"Dallas City & County, Irving CoC",4538.0,3086.0,1452.0,533.0,1900355,1836028,64327,3670675,36878.0,31578.0,5300.0,426179,65243.42684792307,172816.65912974006,256205.37867807562,65.97,1457.5223,8746.2936,2019
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2028.0,1468.0,560.0,320.0,68167,66184,1983,143149,594.0,564.0,30.0,11524,57254.0,163398.3033231329,272533.4628719393,65.97,1457.5223,8746.2936,2019
TX-603,El Paso City & County CoC,809.0,626.0,183.0,123.0,359445,345701,13744,837501,13847.0,11631.0,2216.0,154504,38771.0,88128.52701388445,131604.71672628328,65.97,1457.5223,8746.2936,2019
TX-604,Waco/McLennan County CoC,193.0,124.0,69.0,35.0,164011,158404,5607,372634,5174.0,4800.0,374.0,62092,41881.50091779065,67668.34653189674,140712.08532382848,65.97,1457.5222999999999,8746.2936,2019
TX-607,Texas Balance of State CoC,8072.0,3416.0,4656.0,597.0,4209076,4042840,166236,9479597,106249.0,92905.0,13344.0,1482999,45225.43865356302,81420.81483794657,155670.0581417408,65.97,1457.5223,8746.2936,2019
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",243.0,180.0,63.0,11.0,145918,141321,4597,334428,4259.0,3711.0,548.0,41439,44867.502736014925,55722.607854164344,121109.21795941309,65.97,1457.5223,8746.2936,2019
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",3938.0,2324.0,1614.0,661.0,683215,659712,23503,1420320,3973.0,3802.0,171.0,106958,62683.13778303481,175408.01315199074,260312.26503347096,65.97,1457.5223,8746.293599999999,2019
TX-701,"Bryan, College Station/Brazos Valley CoC",123.0,102.0,21.0,16.0,164952,159849,5103,350411,3705.0,3523.0,182.0,61571,40827.75824674454,108046.76351443396,193554.52279759484,65.97,1457.5223,8746.2936,2019
UT-500,Salt Lake City & County CoC,1844.0,1651.0,193.0,383.0,637435,621863,15572,1158585,9391.0,8545.0,846.0,103036,55481.0,267360.3309006211,360201.37084718683,49.55,1324.7554,9472.8371,2019
UT-503,Utah Balance of State CoC,793.0,642.0,151.0,104.0,629522,612286,17236,1331360,7269.0,6446.0,823.0,112094,42685.058137543565,212748.82803997962,295331.12293216336,49.55,1324.7554,9472.8371,2019
UT-504,Provo/Mountainland CoC,161.0,97.0,64.0,25.0,41263,40234,1029,76291,4.0,0.0,4.0,3667,110586.36457773525,315849.0211508129,583944.8273365046,49.55,1324.7554,9472.8371,2019
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",497.0,327.0,170.0,83.0,475162,462358,12804,877060,6146.0,5669.0,477.0,61790,62590.73023054295,172318.50376952052,256300.66385090197,55.54,1644.266,9311.9882,2019
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",700.0,614.0,86.0,77.0,19652,19108,544,37400,394.0,346.0,48.0,3351,55930.0,104346.20582150902,281219.8325908736,55.54,1644.266,9311.9882,2019
VA-502,"Roanoke City & County, Salem CoC",319.0,304.0,15.0,62.0,19984,19468,516,38627,32.0,21.0,11.0,2467,49397.6200585083,84168.51634249142,188711.64354560894,55.54,1644.2659999999998,9311.9882,2019
VA-504,Charlottesville CoC,165.0,139.0,26.0,35.0,52673,51356,1317,99511,421.0,371.0,50.0,8672,45945.068776316184,143725.4593862583,229626.27465182074,55.53999999999999,1644.266,9311.9882,2019
VA-508,Lynchburg CoC,78.0,64.0,14.0,5.0,22357,21630,727,47580,144.0,130.0,14.0,5636,38069.34527112232,87031.29081693715,159051.09132745332,55.53999999999999,1644.266,9311.9882,2019
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",342.0,314.0,28.0,54.0,62741,60952,1789,122305,543.0,495.0,48.0,11803,47658.12096807163,144768.97542476567,225666.7239246404,55.53999999999999,1644.2659999999998,9311.988200000002,2019
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",221.0,185.0,36.0,30.0,102631,99766,2865,211501,644.0,592.0,52.0,12533,53735.82100321039,234030.43161671597,334815.33367475297,55.54,1644.266,9311.9882,2019
VA-521,Virginia Balance of State CoC,761.0,637.0,124.0,24.0,438633,424190,14443,943368,7611.0,6969.0,642.0,130811,43426.26836716955,89388.57737985559,167453.10052955363,55.54,1644.266,9311.988199999998,2019
VA-600,Arlington County CoC,215.0,179.0,36.0,74.0,154821,151874,2947,238392,2772.0,2550.0,222.0,17774,98116.0,358877.39311426104,659343.5406700481,55.54,1644.266,9311.9882,2019
VA-602,Loudoun County CoC,167.0,96.0,71.0,41.0,227523,222301,5222,414872,963.0,616.0,347.0,12909,80535.0,392341.0365028239,555165.1699755349,55.54,1644.266,9311.9882,2019
VT-500,Vermont Balance of State CoC,780.0,714.0,66.0,116.0,253920,248014,5906,460128,7932.0,6877.0,1055.0,44541,53196.702258936646,125648.91746922766,202775.31723625134,43.74,2901.8832999999995,12313.473,2019
VT-501,Burlington/Chittenden County CoC,309.0,261.0,48.0,74.0,99583,98001,1582,163918,4464.0,3839.0,625.0,16084,61569.0,218272.25793115338,308561.4664977209,43.74,2901.8833,12313.473,2019
WA-500,Seattle/King County CoC,11199.0,5971.0,5228.0,2213.0,1288392,1253834,34558,2249653,34989.0,33239.0,1750.0,171116,92026.0,390350.40354543255,614268.6185363164,50.47,1663.9389,10768.145,2019
WA-501,Washington Balance of State CoC,5509.0,3210.0,2299.0,1414.0,1074012,1015413,58599,2262796,21170.0,19182.0,1988.0,254790,48724.85679884532,208752.0787631115,311846.4089930336,50.47,1663.9389,10768.145,2019
WA-502,Spokane City & County CoC,1309.0,994.0,315.0,257.0,257459,243815,13644,522231,7330.0,7036.0,294.0,65750,46902.0,183120.28050110667,270374.9328771112,50.47,1663.9389,10768.145,2019
WA-504,Everett/Snohomish County CoC,1116.0,517.0,599.0,476.0,438686,425807,12879,822413,8596.0,8338.0,258.0,56935,57900.0,352934.6510901495,486142.83566983684,50.47,1663.9389,10768.145,2019
WA-508,Vancouver/Clark County CoC,958.0,471.0,487.0,160.0,246958,235243,11715,489271,4099.0,3566.0,533.0,44548,54930.0,291077.50384098676,369327.6737750387,50.47,1663.9389,10768.145,2019
WI-500,Wisconsin Balance of State CoC,2875.0,2781.0,94.0,340.0,2148490,2081132,67358,3997691,44299.0,39183.0,5116.0,350632,52698.51139395216,113947.57485722324,187134.85782955337,44.71,2275.318,9465.5347,2019
WI-501,Milwaukee City & County CoC,885.0,771.0,114.0,73.0,466224,448434,17790,947011,22173.0,19955.0,2218.0,156647,48107.0,88772.77434356186,160164.18519415054,44.71,2275.318,9465.5347,2019
WI-502,Racine City & County CoC,200.0,188.0,12.0,15.0,98613,94769,3844,196204,3036.0,2914.0,122.0,23688,50729.0,98466.2443391878,169536.2657828563,44.71,2275.318,9465.5347,2019
WI-503,Madison/Dane County CoC,578.0,503.0,75.0,105.0,324955,317425,7530,547637,6405.0,5828.0,577.0,50163,63683.0,204849.3512145971,296924.76637262537,44.71,2275.318,9465.5347,2019
WV-500,"Wheeling, Weirton Area CoC",136.0,127.0,9.0,13.0,64962,61407,3555,138072,3946.0,3465.0,481.0,18127,47832.083260907355,39812.027265978606,91797.37382961187,53.08,2684.3515,9228.6354,2019
WV-501,"Huntington/Cabell, Wayne Counties CoC",171.0,122.0,49.0,10.0,57113,54520,2593,131449,4192.0,3897.0,295.0,23991,41269.2275331117,40356.31002575593,95906.66886033086,53.08,2684.3515,9228.6354,2019
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",293.0,291.0,2.0,50.0,119863,114190,5673,264758,6470.0,6293.0,177.0,39369,47798.67674253469,56191.91655879005,110113.97996596388,53.080000000000005,2684.3515,9228.635400000001,2019
WV-508,West Virginia Balance of State CoC,797.0,609.0,188.0,88.0,553368,525795,27573,1260984,19371.0,17546.0,1825.0,199687,40932.646888461706,61670.45816257283,117604.3378393675,53.08,2684.3515,9228.6354,2019
AK-501,Alaska Balance of State CoC,922.0,707.0,215.0,180.0,52015,49286,2729,112138,1155.0,1148.0,7.0,9177,57333.35277961084,125712.269099153,236470.08280726505,32.03,3635.6963,19467.454000000005,2018
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",901.0,682.0,219.0,119.0,435073,420011,15062,875549,19610.0,17589.0,2021.0,120520,54950.82611938338,60217.139858716044,146677.1145153738,62.68,1352.3093,8233.5231,2018
AL-501,Mobile City & County/Baldwin County CoC,551.0,318.0,233.0,59.0,287302,274943,12359,632346,13995.0,11947.0,2048.0,105608,41198.732782369145,68124.46095148199,144183.5933831898,62.68,1352.3093,8233.5231,2018
AL-502,Florence/Northwest Alabama CoC,256.0,234.0,22.0,136.0,117960,113046,4914,265569,5420.0,5154.0,266.0,42522,35514.13743697495,46075.18171434259,101675.09192498686,62.68,1352.3093,8233.5231,2018
AL-503,Huntsville/North Alabama CoC,424.0,308.0,116.0,111.0,284712,274854,9858,582801,7194.0,6566.0,628.0,68719,47970.71317139126,74814.17738954985,154317.05745843472,62.68,1352.3093000000001,8233.5231,2018
AL-504,Montgomery City & County CoC,369.0,300.0,69.0,63.0,180062,173068,6994,383487,6141.0,6024.0,117.0,65797,42723.73955310089,48557.19540843713,114582.85419612934,62.68,1352.3093,8233.5231,2018
AL-506,Tuscaloosa City & County CoC,57.0,56.0,1.0,4.0,103605,99857,3748,208607,4897.0,4162.0,735.0,33330,39062.0,53936.64388928884,144047.9622821409,62.68,1352.3093,8233.5231,2018
AL-507,Alabama Balance of State CoC,730.0,440.0,290.0,13.0,699758,670746,29012,1631398,29993.0,28014.0,1979.0,307463,36846.62881896386,46601.05064709154,105185.15016742513,62.68,1352.3092999999997,8233.5231,2018
AR-500,Little Rock/Central Arkansas CoC,1081.0,531.0,550.0,232.0,284795,275379,9416,594991,11122.0,10318.0,804.0,85912,47427.67567576652,58704.185495905425,136562.08429095743,60.089999999999996,2276.4718,8181.123799999999,2018
AR-501,Fayetteville/Northwest Arkansas CoC,474.0,323.0,151.0,42.0,304006,295433,8573,617303,4047.0,3587.0,460.0,75559,62185.029879977905,105860.74308802877,169364.70313245416,60.09,2276.4718,8181.123800000001,2018
AR-503,Arkansas Balance of State CoC,825.0,341.0,484.0,125.0,387870,372794,15076,881281,15861.0,13878.0,1983.0,162990,35413.22139363041,47300.15107949998,106150.30926006338,60.09000000000001,2276.4718,8181.1238,2018
AR-505,Southeast Arkansas CoC,101.0,95.0,6.0,0.0,115166,109755,5411,276786,6601.0,5612.0,989.0,54671,37848.27843893839,20389.92868263984,64485.17807387561,60.09000000000001,2276.4718,8181.1238,2018
AZ-500,Arizona Balance of State CoC,2187.0,1102.0,1085.0,537.0,419396,394847,24549,1032953,4059.0,3799.0,260.0,190228,37723.7357875915,137120.2230162382,228925.8629636965,65.97,2168.8939,7381.38,2018
AZ-501,Tucson/Pima County CoC,1380.0,1017.0,363.0,263.0,470786,449984,20802,1037746,9314.0,8010.0,1304.0,164927,43103.0,129248.05713827901,199579.4669063763,65.97,2168.8939,7381.38,2018
AZ-502,"Phoenix, Mesa/Maricopa County CoC",6298.0,3680.0,2618.0,974.0,2155981,2066973,89008,4405306,24084.0,22398.0,1686.0,535183,47606.0,187837.2727249943,273064.99574466574,65.97,2168.8939,7381.38,2018
CA-500,San Jose/Santa Clara City & County CoC,7254.0,1806.0,5448.0,2139.0,1042337,1014614,27723,1931985,24173.0,21272.0,2901.0,139074,108344.0,735199.0067043587,1141565.6417750826,61.17,3099.6507999999994,12371.530999999999,2018
CA-502,"Oakland, Berkeley/Alameda County CoC",5496.0,1633.0,3863.0,1742.0,841435,815554,25881,1666596,34048.0,29962.0,4086.0,147394,75354.0,508878.0811945037,813761.0471761576,61.17,3099.6508,12371.531,2018
CA-503,Sacramento City & County CoC,3621.0,1569.0,2052.0,1192.0,704161,676667,27494,1539550,19606.0,17841.0,1765.0,217138,51187.0,258812.01899404093,362664.2683919699,61.17,3099.6507999999994,12371.531000000003,2018
