coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,ec_county,child_ec_county,ec_grp_mem_county,ec_high_county,child_high_ec_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
PA-509,Eastern Pennsylvania CoC,1396.0,1396.0,0.0,700.0,692.0,984.0,309.0,332.0,2.0,1540199,1452429,87770,3140395,42847.0,37700.0,5147.0,55739.485306466224,125535.84653315296,199772.62374097263,0.8895310170684994,0.9418761445158778,0.9397730983307037,1.3480779254071542,1.0779477232726329,1.387232098595941,1.0216981915798553,1.2074508731659106,0.9513757730752468,1.0138515385306817,0.08071558288430822,-0.15166641581344067,0.008287001323091936,-0.06614253683986569,0.10671417874724709,0.9869042124515005,0.06968800050002787,0.018386699335283935
PA-510,Lancaster City & County CoC,394.0,394.0,0.0,176.0,218.0,224.0,126.0,148.0,3.0,287023,273538,13485,556049,4101.0,3731.0,370.0,61547.0,190986.71616580815,270902.93383211625,0.88984001,1.02536,0.9425,1.45915,1.21349,1.5084,1.05071,1.31207,1.02013,1.14118,0.10299,-0.14963999,-0.0051299999,-0.063359998,0.096259996,0.98636001,0.057349999,0.017209999
PA-511,"Bristol, Bensalem/Bucks County CoC",282.0,259.0,23.0,154.0,128.0,145.0,31.0,98.0,0.0,345392,328006,17386,647159,5768.0,4556.0,1212.0,83011.0,274023.94219812285,392851.95602938643,1.0862,1.2263,1.10944,1.53847,1.49983,1.59252,1.16197,1.4840699,1.24859,1.47164,0.04521,-0.073069997,0.01785,-0.01915,0.094080001,0.97468001,0.063890003,0.013950000000000002
PA-512,York City & County CoC,237.0,219.0,18.0,109.0,128.0,107.0,46.0,90.0,1.0,236762,224527,12235,459148,3574.0,3216.0,358.0,57870.0,147491.35130886224,224470.5247771222,0.88367999,1.0384099,0.93415999,1.37995,1.20139,1.43299,1.02843,1.2657,1.04952,1.14083,0.09166,-0.13217001,0.01059,-0.053089999000000006,0.097029999,0.98633999,0.059689999,0.01456
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",692.0,627.0,65.0,421.0,266.0,270.0,48.0,349.0,5.0,634367,597797,36570,1245445,34697.0,30186.0,4511.0,70580.0,98395.54436606244,191076.63974386337,0.8801799999999999,0.98346001,0.94462001,1.51047,1.20067,1.54079,1.0327801,1.36009,0.99252999,1.15451,0.085359998,-0.13286,0.0091500003,-0.03999,0.099189997,0.98751998,0.070600003,0.017069999
PA-601,Western Pennsylvania CoC,603.0,577.0,26.0,326.0,248.0,475.0,22.0,73.0,0.0,802196,750725,51471,1696866,29799.0,26448.0,3351.0,56184.91212859472,66643.80683114067,138392.58703591747,0.856748980560946,0.8559241008263999,0.8903018538057043,1.3004184327764243,0.9707575210628357,1.32710143648591,0.9728780966720944,1.1283068725952963,0.8546993593707458,0.9073584496110654,0.0853035952902215,-0.17972694332548947,-0.0020437177931667445,-0.07311248195080047,0.1142712391554725,0.9908974662894889,0.07320035447912092,0.01752336757162852
PA-603,Beaver County CoC,138.0,136.0,2.0,52.0,86.0,76.0,3.0,47.0,0.0,82117,76567,5550,166914,4014.0,3652.0,362.0,56452.0,80633.88238907357,148948.6821715569,0.86811,0.91228002,0.9190800199999999,1.34496,1.04089,1.3814501,1.00123,1.19497,0.90627998,0.9701799799999999,0.082050003,-0.15605,-0.0066200001,-0.07288,0.10935,0.99054003,0.056919999,0.017729999
PA-605,Erie City & County CoC,254.0,254.0,0.0,170.0,84.0,136.0,16.0,97.0,1.0,127008,118260,8748,269300,6217.0,5719.0,498.0,52747.0,87099.0947249505,152788.18884138382,0.74436998,0.84504998,0.76384997,1.3044,1.02988,1.33375,0.84512001,1.1483001,0.83578998,0.93866998,0.096170001,-0.16150001,-0.01108,-0.097170003,0.10744,0.99335998,0.077079996,0.01313
RI-500,Rhode Island Statewide CoC,1267.0,1086.0,181.0,739.0,522.0,777.0,307.0,320.0,5.0,571697,540181,31516,1096985,38346.0,35205.0,3141.0,64384.74688714978,264944.2324282305,356452.6935546349,0.8981384304831334,1.0206435725159961,0.9457359316666865,1.4697585321460185,1.2426890989435588,1.507210298190039,1.05561908068289,1.3664979034900204,1.0301021564014092,1.1925961710412631,0.10781184356240879,-0.10283155219327338,0.008749144003778174,-0.04239684707347776,0.0953226927225942,0.9819999648375412,0.05746383724957953,0.015236833612929986
SC-500,Charleston/Low Country CoC,274.0,192.0,82.0,183.0,90.0,104.0,12.0,137.0,3.0,506788,488652,18136,1093908,12129.0,10936.0,1193.0,60922.45050772094,206014.20129816546,333414.31818577106,0.7362464819445785,0.8079587672099209,0.7599860997921306,1.3534832045446599,1.0886520976538705,1.3891268855041647,0.8374335907900482,1.1831155421228658,0.8285687088328452,1.0178389644621484,0.09206580073617178,-0.17931974324204597,0.024045255463619426,-0.07352370350458173,0.09685769070084962,0.9816320665514742,0.0579131592980077,0.013453576403397909
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",783.0,783.0,0.0,536.0,247.0,369.0,42.0,376.0,1.0,717947,691022,26925,1587310,20385.0,18826.0,1559.0,49731.9038858194,105726.95129247557,197438.15405060034,0.6489070769192092,0.8020731058590886,0.6829741500164809,1.2202717415869426,1.0145213840802805,1.255255177439788,0.7770534800170226,1.0195005320568258,0.830797740553074,0.9030315691021225,0.12235708740046745,-0.2388444433607109,0.03325422930437533,-0.12784162703040364,0.10107978091405144,0.9896301509055258,0.04490748029758333,0.014833067308519444
SC-502,Columbia/Midlands CoC,938.0,695.0,243.0,429.0,265.0,200.0,12.0,473.0,3.0,732227,703607,28620,1574021,20263.0,17839.0,2424.0,52620.64264326842,99215.86844011123,196690.0704956812,0.6531600961239209,0.7992817057259909,0.6624028216822965,1.225813316045523,1.064663285816085,1.260397836177764,0.7362288340813369,1.0580029526180146,0.8224400799652991,0.983341362869517,0.10139848990553749,-0.19486730259049914,0.02709442665580116,-0.08390453088138379,0.10423360464850089,0.9886606606170885,0.05351755393346023,0.015419603420913698
SC-503,"Myrtle Beach, Sumter City & County CoC",1212.0,372.0,840.0,626.0,580.0,563.0,27.0,591.0,1.0,397013,377782,19231,938027,11412.0,10170.0,1242.0,47020.246466253106,88822.8665394757,172100.4519192195,0.592038636107916,0.6589368906248434,0.584861690977797,1.0972207316570843,0.8448858539908872,1.0971999719182177,0.6415633225867592,0.8794608334344853,0.6745486609473501,0.7530708011561607,0.09204155555368981,-0.25649701051624313,0.019906229695022957,-0.11873108295745433,0.1154700133112405,0.994030394063657,0.03930881859179214,0.014402988879485133
SD-500,South Dakota Statewide CoC,817.0,817.0,0.0,458.0,356.0,256.0,49.0,56.0,7.0,431487,420398,11089,808692,13442.0,11298.0,2144.0,65731.97853694609,148776.91170875434,233784.3541016549,0.9604754379164132,0.9740041264763099,1.01466882546595,1.4568049321741774,1.0481807127310028,1.4860180633002429,1.1021765878328833,1.294604951547437,0.9607760236799054,0.9888660818314018,0.0830692793017412,-0.14897767144348653,-0.012741651931548475,-0.057771684947248894,0.10455303652912482,0.9853464668082781,0.07130635149268078,0.019241656022758354
TN-500,Chattanooga/Southeast Tennessee CoC,1482.0,255.0,1227.0,1085.0,397.0,1266.0,15.0,207.0,1.0,327916,313431,14485,713770,11951.0,10354.0,1597.0,52292.49907393138,114111.849226935,210475.34348335708,0.7041814944814436,0.7896146436310857,0.7413819100375891,1.2478093979854854,1.0236693438889977,1.2860235402795297,0.8094007064551747,1.0571642555926,0.7791408471280805,0.9420804298313883,0.0834157360793261,-0.22228462170711855,-0.014209023117315521,-0.09737817639869567,0.10133721808129649,0.9911999095620297,0.05712529707285821,0.01748101345063536
TN-501,Memphis/Shelby County CoC,739.0,537.0,202.0,519.0,202.0,167.0,5.0,545.0,0.0,446842,415557,31285,923352,17990.0,16191.0,1799.0,59212.0,72972.88876334579,176319.38582085414,0.52814001,0.73611999,0.53522003,1.2503901,1.30435,1.33392,0.59968001,1.1579601000000002,0.74971998,1.2502,0.10749,-0.15196,0.018130001,-0.04332,0.083140001,0.99208999,0.0535,0.01158
TN-502,Knoxville/Knox County CoC,786.0,545.0,241.0,303.0,241.0,400.0,31.0,112.0,0.0,246907,238402,8505,486812,11360.0,9201.0,2159.0,59934.0,146527.31079868527,246999.3240443912,0.78470999,0.88725001,0.84758002,1.40165,1.1782799999999998,1.43362,0.91793001,1.22284,0.89253998,1.09162,0.076640002,-0.17237,0.00593,-0.079389997,0.090300001,0.98227,0.083769999,0.015699999
TN-503,Central Tennessee CoC,292.0,232.0,60.0,142.0,150.0,142.0,13.0,142.0,0.0,613593,590086,23507,1297168,10483.0,9667.0,816.0,61322.542915798105,196468.64403577356,319774.57004201424,0.8421061984992924,0.8933632802335703,0.8786037305651851,1.3095566318743603,1.0863538469717338,1.3504678723574048,0.9344090869384922,1.1387834747382297,0.895149481579117,1.0154367638198214,0.06342547079195401,-0.19333449028586122,-0.00014013645239914954,-0.07942958167154139,0.09944658958242802,0.9762578834765195,0.07959484002529896,0.014965327671362617
TN-504,Nashville-Davidson County CoC,1107.0,1107.0,0.0,802.0,301.0,528.0,34.0,535.0,13.0,404212,386522,17690,703372,18130.0,16317.0,1813.0,82087.0,237468.49850007516,337803.01513001043,0.71960002,0.72592002,0.76226997,1.4992501,1.19253,1.5557801,0.92201,1.35585,0.73246002,1.14983,0.17325,-0.14746,0.0089299995,-0.037140001,0.084890001,0.97324997,0.064659998,0.01571
TN-506,Upper Cumberland CoC,382.0,155.0,227.0,96.0,58.0,145.0,3.0,9.0,1.0,238914,229320,9594,540577,5122.0,4758.0,364.0,47499.84419980872,137371.50908847593,227167.63719762766,0.7146615590342726,0.6834707874181293,0.7192685999725292,1.1613817987094532,0.8233240939946576,1.185335000353622,0.7639344053634912,0.9623980867980695,0.6854182920784643,0.7464164377276873,0.05826010759411517,-0.23956116325652033,0.00010281295749634169,-0.11093522982281526,0.11381716947927861,0.9887402799953569,0.07797360744791029,0.015619556738177911
TN-507,Jackson/West Tennessee CoC,891.0,114.0,777.0,485.0,406.0,531.0,15.0,327.0,4.0,290269,276609,13660,668755,10786.0,10034.0,752.0,47310.91435877115,60996.70163622911,136964.91182483968,0.6905557091377859,0.6732730791932023,0.7088442305588145,1.1604259552112954,0.8480978860039027,1.1751638331907501,0.7578489961779127,0.9252411659858095,0.6747513093724757,0.7576696751360812,0.06637747301645087,-0.27353619307791344,0.0009182979404512859,-0.1280851654571749,0.121604803620429,0.9947174121555876,0.06293832477631568,0.0156993579921469
TN-509,Appalachian Regional CoC,310.0,199.0,111.0,203.0,106.0,268.0,6.0,29.0,0.0,222947,213348,9599,519112,8277.0,7522.0,755.0,46741.51545331258,85569.96029795827,160946.02086481554,0.6581901071319677,0.6176902835511604,0.6648592450509525,1.1337471655499198,0.7670528412784332,1.1459723333539198,0.7264152235712139,0.9025233520554139,0.6288830762135724,0.6756211192809451,0.08429682580892177,-0.2699862518120945,0.013409028496585708,-0.13179675628103185,0.104843281207618,0.9882228260157153,0.07561772666246784,0.01669588723588397
TN-510,Murfreesboro/Rutherford County CoC,362.0,177.0,185.0,213.0,144.0,269.0,16.0,79.0,0.0,189949,183066,6883,351202,2209.0,1943.0,266.0,49411.0,229994.93046109405,313989.9282890871,0.82494003,1.07787,0.90265,1.28747,1.2879601,1.35411,0.9439799799999999,1.16343,1.12647,1.20963,0.043779999,-0.1639,0.043140002,-0.06476,0.090410002,0.97035003,0.060369998,0.01049
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",472.0,122.0,350.0,178.0,293.0,431.0,22.0,32.0,0.0,310887,298029,12858,689697,8155.0,7391.0,764.0,48071.03240263478,116486.61335756154,212499.4522461481,0.6723297414055303,0.6674720844587696,0.6920187450054155,1.1411625717972675,0.8028857804350171,1.1620034801966226,0.7444267962192093,0.9281227474699469,0.6730137125022871,0.7053369699394517,0.06959546541364832,-0.2554642372002633,0.004028125312468227,-0.1451184613578499,0.10300572157248183,0.9866915016511888,0.05605578046368767,0.01571394811359162
TX-500,San Antonio/Bexar County CoC,1499.0,1499.0,0.0,904.0,589.0,1128.0,744.0,340.0,8.0,953045,902092,50953,2030895,27250.0,23162.0,4088.0,51780.0,143967.57537008173,226187.66751502376,0.71173,0.81053001,0.77425998,1.29696,1.19414,1.345,0.82982999,1.1714,0.82279998,1.13325,0.06696,-0.14820001,0.01492,-0.05373,0.077760004,0.96619999,0.042479999,0.0099999998
TX-503,Austin/Travis County CoC,2954.0,716.0,2238.0,1636.0,1301.0,1644.0,960.0,1083.0,17.0,778563,747009,31554,1308544,10981.0,9333.0,1648.0,81708.0,325763.89740576176,477344.4391402937,0.81379002,0.91847003,0.93010002,1.58201,1.42024,1.6644400000000001,1.07376,1.4541301,0.9276999799999999,1.3351901,0.13379,-0.14463,0.0099400003,-0.063699998,0.079379998,0.94923002,0.079149999,0.01303
TX-600,"Dallas City & County, Irving CoC",4570.0,3138.0,1432.0,3209.0,1342.0,1822.0,552.0,2523.0,58.0,1976453,1873813,102640,3702404,36450.0,30600.0,5850.0,73659.22213567185,213023.98459269205,308943.7371167026,0.7629064301668484,0.9478576590830012,0.8685882499422213,1.4084344929713235,1.35413521905227,1.497116519229128,0.9527553056072162,1.3302666346514316,0.9771245795867929,1.2572065000415944,0.09715893935009523,-0.12567554599660113,0.030573994867780504,-0.07956678103485951,0.08203730408349656,0.9524412600907733,0.050005071829206646,0.012582140998119062
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1300.0,821.0,479.0,775.0,524.0,637.0,162.0,611.0,9.0,72275,69048,3227,156966,583.0,536.0,47.0,65358.0,198495.81778912293,329042.9037806708,0.97498,1.1877199,1.08674,1.45992,1.3951499,1.50411,1.12736,1.29081,1.19592,1.3029799,0.036029998,-0.16525,0.0068600001,-0.070739999,0.084700003,0.9667299999999999,0.07378,0.01514
TX-603,El Paso City & County CoC,528.0,528.0,0.0,304.0,222.0,479.0,399.0,27.0,2.0,366812,344209,22603,868086,14266.0,12554.0,1712.0,44064.0,110485.87060957962,158863.7764535393,0.64658999,0.6375700199999998,0.6838899899999998,1.0541101,0.9006500199999999,1.11391,0.71888,0.98119003,0.65735,0.83446997,0.04868,-0.13527,0.03009,-0.079300001,0.076970004,0.98031998,0.030540001000000004,0.0088999998
TX-604,Waco/McLennan County CoC,143.0,102.0,41.0,87.0,56.0,106.0,46.0,33.0,0.0,171978,163353,8625,377647,4992.0,4513.0,479.0,48951.538304289454,93672.32956019821,181770.578319293,0.6906420423247107,0.8420834058097377,0.7148212395545313,1.2932732327345378,1.127620124126764,1.3186600700837028,0.7902108807409565,1.1159203749049242,0.8532310605665608,1.056008869902581,0.09670205001707943,-0.1830346776694638,0.012189334448005677,-0.0699947285393423,0.10117944796466806,0.9932877569868157,0.04617724015494629,0.01690447839789274
TX-607,Texas Balance of State CoC,2562.0,2562.0,0.0,1268.0,1281.0,1718.0,855.0,723.0,21.0,4279624,4008864,270760,9608403,108215.0,93622.0,14593.0,51143.22717250723,106188.05136028116,191540.46321521836,0.7321386086023776,0.865854857668444,0.7803975396990541,1.2138834770720879,1.0985526747685688,1.257449334184226,0.8600970092725346,1.0578497704852106,0.8926663703363941,0.9901181869216821,0.08956120174249224,-0.19320174222903067,0.028422784440715086,-0.11372033397834626,0.09645887649034299,0.9854970366436743,0.057042035142907094,0.013514800719139632
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",156.0,156.0,0.0,82.0,74.0,131.0,27.0,21.0,1.0,147908,140332,7576,332992,4325.0,3774.0,551.0,51896.121912838746,75800.14663801696,155830.11272641187,0.8076757562282577,0.8634989289876934,0.8286762095871673,1.2788366409907745,1.009321566991249,1.284717816771574,0.894919178399391,1.0754384608169565,0.8838298543118153,0.9202255683034127,0.07392755339798197,-0.19528371458224222,0.023164662006150298,-0.09487147812299396,0.10598839247145277,0.992295239347612,0.07232382560371421,0.020266818661316188
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",3047.0,1537.0,1510.0,1943.0,1092.0,1211.0,411.0,1724.0,35.0,705064,663950,41114,1510385,4180.0,3891.0,289.0,67164.7831791232,210417.07090933088,305381.7165223902,0.8511941956072789,1.0743870505467148,0.9749401075173615,1.4699913734114147,1.4489086898323276,1.5636172762375158,1.0420107837299097,1.3836515899613013,1.1195616503540486,1.3851564606308988,0.06444072286206033,-0.13113900757753819,0.04035594765573016,-0.046149277833217366,0.08663163094848267,0.9542489634916992,0.0625446316267806,0.011489726268467972
TX-701,"Bryan, College Station/Brazos Valley CoC",49.0,33.0,16.0,21.0,12.0,17.0,3.0,16.0,0.0,172743,164777,7966,357419,3762.0,3329.0,433.0,47107.73862889214,130348.2842304289,223208.5458967467,0.8020431310266102,0.9772331748072709,0.8335903335050457,1.4087654123574853,1.2901535805194184,1.4282856652304439,0.9529788375725129,1.233863934498334,1.0548032559368417,1.1765110817131432,0.1230330188239517,-0.1602247412839832,0.06767754683873577,-0.09885548374428332,0.10228943124129941,0.9876659129786888,0.0635979879781433,0.016769185395429455
UT-500,Salt Lake City & County CoC,2314.0,1691.0,623.0,998.0,677.0,1275.0,382.0,205.0,21.0,656258,637796,18462,1186440,9491.0,8921.0,570.0,62547.0,355291.92876782804,471571.2137645073,0.96394998,1.19788,1.11314,1.50339,1.47007,1.58801,1.19884,1.43176,1.2201,1.36848,0.071479999,-0.10913,0.018209999,-0.07423,0.078709997,0.96723998,0.078089997,0.01011
UT-503,Utah Balance of State CoC,1056.0,617.0,439.0,306.0,309.0,525.0,147.0,40.0,4.0,655973,637388,18585,1385957,7728.0,6270.0,1458.0,48706.267156196045,288441.93802005105,388832.60320112004,1.0494599109419485,1.1818556259993565,1.1099546553041184,1.445681798964903,1.330607386550095,1.4858829950845516,1.164527352423762,1.2962037287916581,1.199997224424625,1.2454739876060947,0.047930513678348684,-0.14724228066431355,0.013978391749670083,-0.06919301089840739,0.090092766350324,0.9750198809262697,0.06587308990115133,0.010373789073780644
UT-504,Provo/Mountainland CoC,195.0,102.0,93.0,53.0,49.0,89.0,23.0,7.0,1.0,42075,40853,1222,79428,4.0,0.0,4.0,132563.03691393463,444249.8564076723,809223.3696589177,1.0582685476154503,1.2590231216447598,1.1762824092259656,1.602577884373269,1.4966183028654882,1.6447916311628143,1.2982368402326634,1.4553268917762,1.354800603993554,1.3818445021906633,0.09421765283658155,-0.1304281628972151,0.07197494750057915,-0.08515181133222542,0.09074565286407815,0.9743309938656394,0.08980448855355794,0.017664841617565593
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",834.0,736.0,98.0,409.0,322.0,144.0,11.0,554.0,6.0,467024,450055,16969,904245,6145.0,5530.0,615.0,69470.60293504526,214004.84397597375,307465.1090654741,0.8999743364609925,1.1446235424117468,0.9686405786282036,1.4449538870881231,1.3760795206277059,1.5092155689110804,1.044872215664029,1.341138006332797,1.1643602364483079,1.3167916174930467,0.073719574242118,-0.12533744520916235,0.017512789863366674,-0.044828899402256026,0.09132462233388629,0.9648965800227373,0.07267555030808796,0.014416112139828696
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",564.0,564.0,0.0,342.0,221.0,127.0,21.0,402.0,3.0,19379,18706,673,39393,365.0,321.0,44.0,63005.0,135248.831173795,311833.3093847646,0.9260200300000001,1.21333,0.97599,1.3391,1.32866,1.37736,1.00542,1.16293,1.20969,1.23904,0.029270001,-0.18437999,-0.0030100001,-0.072329998,0.098370001,0.97275001,0.066760004,0.01678
VA-502,"Roanoke City & County, Salem CoC",250.0,238.0,12.0,167.0,83.0,155.0,11.0,78.0,2.0,19491,18891,600,38853,29.0,18.0,11.0,56674.24397086454,102267.71130728498,223674.23910764,0.8857373381401693,1.0479157248161017,0.9793787444465034,1.298903751061694,1.16136703214681,1.369049529310478,1.0343574963652742,1.1616848745270636,1.0822592589380486,1.1234243293954134,0.052362500605435874,-0.1786014578024863,0.03118148586949785,-0.03370804694499781,0.1114683661493321,0.9789729621908219,0.07839234764865004,0.021080362391578514
VA-504,Charlottesville CoC,177.0,149.0,28.0,104.0,72.0,104.0,8.0,63.0,2.0,51530,49831,1699,102657,386.0,337.0,49.0,53134.31006166165,181648.61567615691,282121.7623318896,0.892537265239292,0.9750447081664182,0.9482904491841765,1.35386195108468,1.075380309222362,1.4039694466621857,1.0379756978575254,1.217218997897854,0.9977948736863537,1.0096283657227465,0.08670963942740387,-0.1535121496829247,0.0229216394868348,-0.06373223136035536,0.10672515853765452,0.9814753756220228,0.07985810988431379,0.01814325404015313
VA-508,Lynchburg CoC,47.0,34.0,13.0,31.0,15.0,27.0,2.0,19.0,0.0,21594,20784,810,47789,180.0,158.0,22.0,44357.074954487434,108248.9209970822,191044.7371758728,0.7549984307742367,0.7658455195955136,0.8007801153014291,1.2207885235095943,0.8588007891364122,1.2447974944024776,0.87653150871393,1.004152428801607,0.7645556369880098,0.7697700620634457,0.08707671542827848,-0.23967929280608508,-0.0017661462660323508,-0.11593676779216974,0.11461081495783548,0.9904625428401933,0.0770161643770533,0.018973617731883906
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",267.0,267.0,0.0,162.0,104.0,198.0,15.0,41.0,0.0,61559,59263,2296,124503,558.0,506.0,52.0,55262.472968522845,183042.2530870617,277906.7975969944,0.9099069573799828,0.956002453691879,0.9395232030381597,1.3013528563167154,1.0363568975927488,1.3326356299173516,1.0234330977611785,1.160146314413227,0.9629662024345599,0.9881873191304626,0.08000860769530052,-0.1536654046087243,0.0051481001344080065,-0.050521244497963906,0.11386553713700072,0.9850408223703847,0.07678172311737869,0.020821122543231887
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",180.0,162.0,18.0,120.0,60.0,92.0,13.0,65.0,0.0,102418,98683,3735,220508,678.0,616.0,62.0,60949.95025123805,280783.8861996532,401093.0435570503,1.0537407442868285,1.4232194998278522,1.1782889786947413,1.327765397627297,1.4812592010737025,1.4428659982413339,1.2379565300197723,1.3186806065993069,1.4288029371833222,1.4368106695084077,0.04914749300976836,-0.0946168113915867,0.005467037119453082,-0.030334113115052512,0.0860549722311118,0.9348532600123353,0.07299654482256426,0.012044806084133
VA-521,Virginia Balance of State CoC,870.0,801.0,69.0,453.0,416.0,539.0,41.0,259.0,8.0,397346,381343,16003,877835,7273.0,6537.0,736.0,51104.30338845,112816.84148276075,202049.37295294326,0.7711970486556584,0.8087921213031151,0.8101564129498711,1.1750459876753605,0.9123604415455182,1.2012200091804612,0.8579119055610906,1.003161063858208,0.8113739441006794,0.8455221295814589,0.05114267711090223,-0.21146151935867905,-0.00015398944295397186,-0.08759466996875039,0.1244491737776074,0.9902735611010042,0.07930499809910974,0.02329009970732199
VA-600,Arlington County CoC,171.0,144.0,27.0,111.0,60.0,51.0,31.0,92.0,10.0,152740,148157,4583,233574,2856.0,2656.0,200.0,107603.0,406514.702480017,739913.7400205323,1.27232,1.38834,1.42751,1.64351,1.56514,1.71671,1.4196301,1.57974,1.43682,1.53063,-0.0055499999,-0.0867,0.033739999,-0.02255,0.089060001,0.86423999,0.078390002,0.01405
VA-602,Loudoun County CoC,80.0,52.0,28.0,21.0,30.0,23.0,5.0,23.0,0.0,225653,218649,7004,428435,964.0,636.0,328.0,90254.0,454658.2327671012,649794.0504497256,1.21831,1.5508698999999997,1.3721499,1.5747300000000002,1.62017,1.6629601,1.42155,1.56118,1.55665,1.59598,0.03475,-0.065200001,0.0037100001,-0.01516,0.086539999,0.94528002,0.078910001,0.013100000000000002
VT-500,Vermont Balance of State CoC,1891.0,1891.0,0.0,1019.0,863.0,1716.0,64.0,84.0,7.0,240701,231146,9555,477701,8282.0,7180.0,1102.0,59742.59659075447,155861.6066767995,247558.16820741317,0.938370258081708,0.8516982633194823,0.9436124279604396,1.4055110383168552,0.9624975846435113,1.4261103143426535,1.0466614530363345,1.2651026545056427,0.8525092692564386,0.9042552301837969,0.09896238199510154,-0.12787847483829845,0.0007991756247075053,-0.06240312641390535,0.11327324782656933,0.9906773936029232,0.0857267342935246,0.029606742580522125
VT-501,Burlington/Chittenden County CoC,700.0,700.0,0.0,391.0,304.0,550.0,47.0,95.0,18.0,95121,92206,2915,169271,4866.0,4087.0,779.0,67921.0,266702.8588534157,371555.7107264833,1.10281,1.20356,1.12565,1.59051,1.36772,1.62757,1.27074,1.4562401,1.23137,1.27955,0.11418,-0.11765,0.02259,-0.068899997,0.096419998,0.9811000199999999,0.092859998,0.022639999
WA-500,Seattle/King County CoC,5183.0,5183.0,0.0,2921.0,2204.0,2327.0,769.0,1920.0,113.0,1279701,1226727,52974,2253038,36098.0,33210.0,2888.0,108212.0,477463.48885491147,735602.8976676222,1.05981,1.05786,1.22623,1.59407,1.29776,1.67819,1.28128,1.54255,1.06019,1.25441,0.042959999,-0.08794,0.0021899999,-0.03455,0.086910002,0.9557300199999998,0.081029996,0.01436
WA-501,Washington Balance of State CoC,3462.0,3462.0,0.0,1872.0,1557.0,2687.0,679.0,262.0,33.0,1054278,992264,62014,2298090,22254.0,19046.0,3208.0,57322.686326471114,281479.845409661,406619.99478598154,0.8866094270642577,1.0456174341805717,0.9042817423216148,1.3325110018298238,1.197995095786231,1.3518358193052056,0.9907177477142453,1.1676881969825812,1.0578924270831387,1.1106736040661809,0.08929289222835529,-0.1596925708763408,0.011386965696170821,-0.08157371463034346,0.09780206587813053,0.9796097194478197,0.08994311030930424,0.01936493040026953
WA-502,Spokane City & County CoC,992.0,992.0,0.0,593.0,383.0,735.0,115.0,110.0,8.0,259279,245137,14142,545498,7557.0,7103.0,454.0,53770.0,255270.50698979,360195.40158284386,0.87164003,1.0367301,0.91935998,1.33597,1.22377,1.3772,0.9817100200000001,1.20114,1.05786,1.14275,0.063510001,-0.14658,0.01998,-0.070900001,0.086329997,0.9768599900000001,0.074429996,0.014
WA-503,"Tacoma, Lakewood/Pierce County CoC",1005.0,1005.0,0.0,582.0,417.0,501.0,148.0,213.0,12.0,445825,418632,27193,927199,10238.0,9111.0,1127.0,61580.0,375217.06640185666,483155.90337461635,0.96635002,1.1661201,1.03601,1.38715,1.3304501,1.4421,1.09268,1.29085,1.1611400000000003,1.26591,0.051860001,-0.11717,-0.00428,-0.05098000200000001,0.083360001,0.96215999,0.073799998,0.011620000000000002
WA-504,Everett/Snohomish County CoC,494.0,494.0,0.0,280.0,209.0,336.0,51.0,62.0,16.0,437436,416470,20966,836037,8905.0,8192.0,713.0,68858.0,442772.7316117696,610609.1685000224,1.1969,1.1161,1.3178,1.45575,1.23755,1.5534199,1.3078700000000003,1.4632699,1.11534,1.18961,-0.0075900001,-0.061609998000000006,-0.00068,-0.0403,0.08631999800000001,0.95925999,0.069159999,0.0086000003
WA-508,Vancouver/Clark County CoC,375.0,375.0,0.0,188.0,187.0,285.0,46.0,28.0,2.0,243695,230205,13490,512588,4564.0,3651.0,913.0,63427.0,360690.6229038445,452996.1547911743,0.95416999,1.1528599999999998,1.04681,1.36939,1.32289,1.4326299,1.11115,1.29163,1.17251,1.2635601,0.057909999,-0.10917,0.016759999,-0.046950001,0.085490003,0.96763003,0.10849,0.01287
